congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,21965,23,8,MI,100,,,"SLOTKIN, Elissa",S001208,1976.0,,-0.319,0.81,-19.28152,0.94223,324,4,,-0.418,0.908
117,House,21972,23,11,MI,100,,,"STEVENS, Haley",S001215,1983.0,,-0.33,0.373,-8.35319,0.97463,325,5,,-0.292,0.378
117,House,21975,23,13,MI,100,,,"TLAIB, Rashida",T000481,1976.0,,-0.251,-0.968,-20.33823,0.93842,320,11,,-0.984,-0.179
117,House,22136,23,10,MI,200,,,"MCCLAIN, Lisa C.",M001136,1966.0,,0.517,0.815,-18.12081,0.94561,324,6,,0.517,0.816
117,House,22137,23,3,MI,200,,,"MEIJER, Peter",M001186,1988.0,,0.259,0.147,-49.04195,0.85953,324,22,,0.255,0.158
117,House,20122,33,4,MN,100,,,"McCOLLUM, Betty",M001143,1954.0,,-0.417,-0.188,-11.22594,0.96574,322,6,,-0.334,-0.223
117,House,21531,33,6,MN,200,,,"EMMER, Thomas Earl II",E000294,1961.0,,0.452,-0.047,-33.76803,0.89804,314,12,,0.406,0.082
117,House,21910,33,2,MN,100,,,"CRAIG, Angela",C001119,1972.0,,-0.313,0.701,-9.20954,0.97189,323,1,,-0.333,0.708
117,House,21929,33,1,MN,200,,,"HAGEDORN, Jim",H001088,1962.0,,0.471,0.362,-13.9206,0.95538,305,7,,0.514,0.368
117,House,21950,33,5,MN,100,,,"OMAR, Ilhan",O000173,1982.0,,-0.285,-0.958,-18.75625,0.94324,321,9,,-0.984,-0.179
117,House,21953,33,3,MN,100,,,"PHILLIPS, Dean",P000616,1969.0,,-0.258,0.158,-16.18402,0.95098,322,9,,-0.519,0.855
117,House,21969,33,8,MN,200,,,"STAUBER, Peter",S001212,1966.0,,0.305,0.118,-42.00742,0.87734,321,19,,0.349,0.022
117,House,22114,33,7,MN,200,,,"FISCHBACH, Michelle",F000470,1965.0,,0.511,0.378,-14.24993,0.9571,325,5,,0.511,0.379
117,House,21148,46,4,MS,200,,,"PALAZZO, Steven",P000601,1970.0,,0.534,0.503,-30.1994,0.911,324,13,,0.687,0.448
117,House,21561,46,1,MS,200,,,"KELLY, Trent",K000388,1966.0,,0.637,0.254,-19.9114,0.93949,319,7,,0.699,0.495
117,House,21927,46,3,MS,200,,,"GUEST, Michael",G000591,1970.0,,0.513,0.183,-26.74787,0.91656,307,12,,0.607,0.21
117,House,29368,46,2,MS,100,,,"THOMPSON, Bennie",T000193,1948.0,,-0.516,0.399,-13.5056,0.95917,324,6,,-0.637,0.676
117,House,20124,34,6,MO,200,,,"GRAVES, Samuel",G000546,1963.0,,0.444,0.181,-21.25795,0.93592,321,9,,0.505,0.508
117,House,20517,34,5,MO,100,,,"CLEAVER, Emanuel, II",C001061,1944.0,,-0.453,0.016,-6.11574,0.98113,321,2,,-0.447,0.121
117,House,20926,34,3,MO,200,,,"LUETKEMEYER, Blaine",L000569,1952.0,,0.441,0.259,-36.97452,0.88925,315,12,,0.495,0.208
117,House,21149,34,4,MO,200,,,"HARTZLER, Vicky",H001053,1960.0,,0.465,0.294,-28.54818,0.9112,307,8,,0.49,0.062
117,House,21150,34,7,MO,200,,,"LONG, Billy",L000576,1955.0,,0.545,0.238,-24.46559,0.92595,318,9,,0.467,0.784
117,House,21337,34,2,MO,200,,,"WAGNER, Ann",W000812,1962.0,,0.432,0.145,-26.25401,0.92217,324,11,,0.372,0.217
117,House,21373,34,8,MO,200,,,"SMITH, Jason",S001195,1980.0,,0.594,0.176,-22.23041,0.93329,322,8,,0.557,0.215
117,House,22106,34,1,MO,100,,,"BUSH, Cori",B001224,1976.0,,-0.239,-0.971,-31.41597,0.90677,321,14,,-0.984,-0.179
117,House,22148,64,1,MT,200,,,"ROSENDALE, Matthew M., Sr.",R000103,1960.0,,0.758,-0.505,-53.59206,0.84491,318,26,,0.758,-0.505
117,House,20518,35,1,NE,200,,,"FORTENBERRY, Jeff",F000449,1960.0,,0.303,-0.062,-43.1625,0.87345,319,17,,0.354,-0.108
117,House,20729,35,3,NE,200,,,"SMITH, Adrian",S001172,1970.0,,0.516,0.197,-16.10695,0.94937,310,6,,0.508,0.785
117,House,21701,35,2,NE,200,,,"BACON, Donald J.",B001298,1963.0,,0.376,-0.075,-54.66317,0.84475,324,26,,0.304,-0.022
117,House,20927,65,1,NV,100,,,"TITUS, Alice (Dina)",T000468,1950.0,,-0.303,-0.215,-5.81343,0.982,320,2,,-0.326,-0.197
117,House,21196,65,2,NV,200,,,"AMODEI, Mark E.",A000369,1958.0,,0.379,0.192,-33.84547,0.89934,319,13,,0.339,0.175
117,House,21339,65,4,NV,100,,,"HORSFORD, Steven",H001066,1973.0,,-0.352,0.115,-13.13024,0.95992,321,6,,-0.587,0.794
117,House,21938,65,3,NV,100,,,"LEE, Susie",L000590,1966.0,,-0.296,0.45,-14.14056,0.9569,321,5,,-0.249,0.489
117,House,21340,4,2,NH,100,,,"KUSTER, Ann McLane",K000382,1956.0,,-0.256,-0.118,-7.77663,0.97636,325,5,,-0.305,0.099
117,House,21951,4,1,NH,100,,,"PAPPAS, Chris",P000614,1980.0,,-0.288,0.356,-10.39453,0.96843,324,5,,-0.248,0.474
117,House,14863,12,4,NJ,200,,,"SMITH, Christopher Henry",S000522,1953.0,,0.167,-0.167,-80.96438,0.7746,317,36,,0.267,-0.213
117,House,15454,12,6,NJ,100,,,"PALLONE, Frank, Jr.",P000034,1951.0,,-0.404,-0.166,-5.63954,0.9828,325,1,,-0.352,-0.419
117,House,20542,12,8,NJ,100,,,"SIRES, Albio",S001165,1951.0,,-0.403,0.096,-17.81521,0.94601,321,4,,-0.215,-0.002
117,House,21536,12,1,NJ,100,,,"NORCROSS, Donald",N000188,1958.0,,-0.425,0.328,-5.69275,0.98253,323,2,,-0.41,0.399
117,House,21538,12,12,NJ,100,,,"WATSON COLEMAN, Bonnie",W000822,1945.0,,-0.623,-0.135,-9.29006,0.97182,325,2,,-0.409,-0.295
117,House,21723,12,5,NJ,100,,,"GOTTHEIMER, Josh S.",G000583,1975.0,,-0.149,0.236,-12.82592,0.96071,320,4,,-0.263,0.556
117,House,21937,12,3,NJ,100,,,"KIM, Andy",K000394,1982.0,,-0.285,0.406,-8.21728,0.97503,325,2,,-0.395,0.518
117,House,21942,12,7,NJ,100,,,"MALINOWSKI, Tomaz",M001203,1965.0,,-0.279,0.176,-21.66381,0.93493,322,10,,-0.529,0.849
117,House,21964,12,11,NJ,100,,,"SHERRILL, Mikie",S001207,1972.0,,-0.198,0.282,-10.31037,0.96718,309,5,,-0.278,0.48
117,House,29741,12,9,NJ,100,,,"PASCRELL, William J., Jr.",P000096,1937.0,,-0.366,-0.006,-5.39538,0.98323,319,1,,-0.304,-0.158
117,House,31103,12,10,NJ,100,,,"PAYNE, Donald, Jr.",P000604,1958.0,,-0.519,-0.103,-5.03736,0.98457,324,2,,-0.609,-0.176
117,House,91980,12,2,NJ,200,,,"VAN DREW, Jefferson",V000133,1953.0,,0.225,-0.237,-82.42768,0.77229,319,36,,0.276,-0.299
117,House,21928,66,1,NM,100,,,"HAALAND, Debra",H001080,1960.0,,-0.332,-0.233,-1.32643,0.98149,71,1,,-0.567,-0.214
117,House,22123,66,2,NM,200,,,"HERRELL, Yvette",H001084,1964.0,,0.936,0.352,-40.58159,0.87767,311,19,,0.811,-0.057
117,House,22131,66,3,NM,100,,,"LEGER FERNANDEZ, Teresa",L000273,1959.0,,-0.418,-0.269,-3.54004,0.98903,321,0,,-0.417,-0.271
117,House,22159,66,1,NM,100,,,"STANSBURY, Melanie Ann",S001218,1979.0,,-0.593,-0.246,-5.48131,0.97033,182,2,,-0.593,-0.247
117,House,20519,13,26,NY,100,,,"HIGGINS, Brian",H001038,1959.0,,-0.347,-0.032,-6.99501,0.97851,322,4,,-0.404,0.058
117,House,20733,13,9,NY,100,,,"CLARKE, Yvette Diane",C001067,1964.0,,-0.614,-0.219,-5.50662,0.98289,319,2,,-0.513,-0.524
117,House,20934,13,20,NY,100,,,"TONKO, Paul",T000469,1949.0,,-0.42,-0.264,-3.54452,0.98912,324,0,,-0.418,-0.27
117,House,21101,13,23,NY,200,,,"REED, Thomas W. II",R000585,1971.0,,0.273,0.111,-61.42483,0.82535,320,22,,0.247,0.083
117,House,21342,13,6,NY,100,,,"MENG, Grace",M001188,1975.0,,-0.376,-0.198,-12.13003,0.96314,323,4,,-0.409,-0.551
117,House,21343,13,8,NY,100,,,"JEFFRIES, Hakeem",J000294,1970.0,,-0.488,-0.09,-5.13071,0.98429,324,2,,-0.501,-0.063
117,House,21344,13,18,NY,100,,,"MALONEY, Sean Patrick",M001185,1966.0,,-0.238,0.115,-8.23248,0.97483,323,3,,-0.272,-0.123
117,House,21539,13,1,NY,200,,,"ZELDIN, Lee M",Z000017,1980.0,,0.396,-0.139,-46.59386,0.86489,321,22,,0.446,-0.167
117,House,21540,13,4,NY,100,,,"RICE, Kathleen Maura",R000602,1965.0,,-0.287,0.035,-7.16471,0.97806,323,4,,-0.387,0.298
117,House,21541,13,21,NY,200,,,"STEFANIK, Elise M",S001196,1984.0,,0.242,-0.008,-66.10037,0.81337,320,33,,0.39,0.26
117,House,21542,13,24,NY,200,,,"KATKO, John",K000386,1962.0,,0.194,-0.001,-57.00364,0.83729,321,30,,0.17,-0.074
117,House,21715,13,13,NY,100,,,"ESPAILLAT, Adriano J.",E000297,1954.0,,-0.615,-0.222,-9.8818,0.96987,323,5,,-0.456,-0.641
117,House,21747,13,3,NY,100,,,"SUOZZI, Thomas",S001201,1962.0,,-0.215,0.086,-6.62019,0.97965,322,1,,-0.269,0.106
117,House,21749,13,22,NY,200,,,"TENNEY, Claudia",T000478,1961.0,,0.342,0.332,-43.82433,0.86281,297,13,,0.438,0.05
117,House,21761,13,25,NY,100,,,"MORELLE, Joseph D.",M001206,1957.0,,-0.338,0.121,-4.99618,0.98465,323,1,,-0.348,0.151
117,House,21916,13,19,NY,100,,,"DELGADO, Antonio",D000630,1977.0,,-0.231,0.263,-8.40468,0.97447,325,4,,-0.314,0.559
117,House,21949,13,14,NY,100,,,"OCASIO-CORTEZ, Alexandria",O000172,1989.0,,-0.241,-0.971,-17.33228,0.94695,318,7,,-0.981,-0.192
117,House,21990,13,27,NY,200,,,"JACOBS, Chris",J000020,1966.0,,0.327,0.106,-33.48006,0.90007,318,13,,0.32,0.188
117,House,22105,13,16,NY,100,,,"BOWMAN, Jamaal",B001223,1976.0,,-0.314,-0.949,-18.74526,0.94328,321,7,,-0.981,-0.192
117,House,22117,13,2,NY,200,,,"GARBARINO, Andrew R.",G000597,1984.0,,0.266,0.024,-38.34158,0.88708,320,17,,0.27,0.007
117,House,22127,13,17,NY,100,,,"JONES, Mondaire",J000306,1987.0,,-0.393,-0.596,-7.1932,0.97784,321,4,,-0.391,-0.598
117,House,22133,13,11,NY,200,,,"MALLIOTAKIS, Nicole",M000317,1980.0,,0.251,0.304,-45.2291,0.86896,322,21,,0.263,0.272
117,House,22154,13,15,NY,100,,,"TORRES, Ritchie",T000486,1988.0,,-0.482,-0.313,-4.66026,0.98554,320,2,,-0.481,-0.315
117,House,29377,13,10,NY,100,,,"NADLER, Jerrold Lewis",N000002,1947.0,,-0.508,-0.499,-8.36249,0.97355,312,4,,-0.525,-0.159
117,House,29378,13,7,NY,100,,,"VELÁZQUEZ, Nydia M.",V000081,1953.0,,-0.547,-0.342,-6.03503,0.98149,323,2,,-0.464,-0.5
117,House,29379,13,12,NY,100,,,"MALONEY, Carolyn Bosher",M000087,1946.0,,-0.387,-0.281,-6.97325,0.97851,321,3,,-0.423,-0.258
117,House,29776,13,5,NY,100,,,"MEEKS, Gregory W.",M001137,1953.0,,-0.414,-0.074,-5.2714,0.98356,318,2,,-0.462,0.039
117,House,15438,47,4,NC,100,,,"PRICE, David Eugene",P000523,1940.0,,-0.343,-0.031,-5.76099,0.98221,321,2,,-0.437,0.02
117,House,20340,47,1,NC,100,,,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947.0,,-0.403,0.184,-5.49383,0.98298,320,2,,-0.312,0.168
117,House,20521,47,5,NC,200,,,"FOXX, Virginia Ann",F000450,1943.0,,0.627,0.136,-41.00922,0.87901,318,14,,0.585,0.128
117,House,20522,47,10,NC,200,,,"McHENRY, Patrick T.",M001156,1975.0,,0.544,0.086,-44.56658,0.86364,304,17,,0.413,0.175
117,House,21346,47,8,NC,200,,,"HUDSON, Richard",H001067,1971.0,,0.564,0.107,-35.75915,0.89458,321,10,,0.468,0.099
117,House,21544,47,7,NC,200,,,"ROUZER, David",R000603,1972.0,,0.571,0.149,-32.15472,0.90496,322,14,,0.571,0.144
117,House,21545,47,12,NC,100,,,"ADAMS, Alma",A000370,1946.0,,-0.465,0.028,-6.76485,0.97921,322,3,,-0.439,0.19
117,House,21708,47,13,NC,200,,,"BUDD, Theodore Paul",B001305,1971.0,,0.67,-0.14,-45.94694,0.86702,322,19,,0.673,-0.163
117,House,21986,47,9,NC,200,,,"BISHOP, Dan",B001311,1964.0,,0.738,-0.131,-41.56078,0.87926,323,18,,0.695,-0.214
117,House,21987,47,3,NC,200,,,"MURPHY, Gregory Francis",M001210,1963.0,,0.481,-0.015,-57.61911,0.83284,315,20,,0.401,0.063
117,House,22109,47,11,NC,200,,,"CAWTHORN, Madison",C001104,1995.0,,0.553,-0.064,-34.84842,0.89269,307,16,,0.553,-0.064
117,House,22135,47,6,NC,100,,,"MANNING, Kathy E.",M001135,1956.0,,-0.33,0.112,-5.48928,0.98315,323,1,,-0.33,0.112
117,House,22149,47,2,NC,100,,,"ROSS, Deborah K.",R000305,1963.0,,-0.313,0.171,-4.7236,0.98553,324,0,,-0.313,0.171
117,House,21901,36,1,ND,200,,,"ARMSTRONG, Kelly",A000377,1976.0,,0.483,-0.042,-36.07485,0.88776,303,17,,0.522,-0.157
117,House,15029,24,9,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946.0,,-0.35,0.109,-5.94237,0.98166,321,2,,-0.265,-0.025
117,House,20342,24,10,OH,200,,,"TURNER, Michael R.",T000463,1960.0,,0.276,0.213,-39.33643,0.88433,320,22,,0.367,0.271
117,House,20343,24,13,OH,100,,,"RYAN, Timothy J.",R000577,1973.0,,-0.402,0.21,-6.9897,0.97839,320,5,,-0.271,-0.125
117,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964.0,,0.716,-0.205,-36.28619,0.88987,311,15,,0.712,-0.079
117,House,20755,24,5,OH,200,,,"LATTA, Robert E.",L000566,1956.0,,0.516,0.268,-15.13695,0.95449,325,5,,0.463,0.373
117,House,20941,24,11,OH,100,,,"FUDGE, Marcia L.",F000455,1952.0,,-0.581,0.14,-1.13895,0.97913,54,1,,-0.295,0.196
117,House,21162,24,6,OH,200,,,"JOHNSON, Bill",J000292,1954.0,,0.427,0.277,-25.40632,0.92458,324,7,,0.404,0.206
117,House,21163,24,15,OH,200,,,"STIVERS, Steve",S001187,1965.0,,0.3,0.269,-11.4027,0.90714,117,7,,0.283,0.201
117,House,21165,24,7,OH,200,,,"GIBBS, Bob",G000563,1954.0,,0.479,0.298,-29.76884,0.90759,307,10,,0.536,0.108
117,House,21351,24,2,OH,200,,,"WENSTRUP, Brad",W000815,1958.0,,0.543,0.195,-23.11646,0.9301,319,9,,0.468,0.245
117,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950.0,,-0.432,0.055,-7.58504,0.97672,322,6,,-0.604,0.053
117,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957.0,,0.264,0.267,-33.24873,0.9019,322,15,,0.261,0.261
117,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970.0,,0.678,-0.361,-71.16866,0.80059,320,29,,0.606,-0.406
117,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962.0,,0.416,0.397,-25.80084,0.92207,318,10,,0.41,0.201
117,House,21924,24,16,OH,200,,,"GONZALEZ, Anthony",G000588,1984.0,,0.264,0.29,-44.20841,0.87134,321,16,,0.231,0.323
117,House,22161,24,11,OH,100,,,"BROWN, Shontel  M.",B001313,1975.0,,,,,,,,,-0.265,0.512
117,House,22162,24,15,OH,200,,,"CAREY, Mike",C001126,1971.0,,,,,,,,,0.336,0.589
117,House,29550,24,1,OH,200,,,"CHABOT, Steve",C000266,1953.0,,0.562,-0.184,-38.0804,0.88911,324,19,,0.428,0.25
117,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949.0,,0.332,0.364,-36.59321,0.89194,320,16,,0.348,0.431
117,House,21355,53,2,OK,200,,,"MULLIN, Markwayne",M001190,1977.0,,0.52,0.272,-40.53169,0.88103,320,18,,0.507,0.017
117,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961.0,,0.681,0.019,-29.99984,0.91051,320,11,,0.686,-0.06
117,House,22102,53,5,OK,200,,,"BICE, Stephanie I.",B000740,1973.0,,0.389,0.452,-20.96138,0.93717,323,7,,0.388,0.458
117,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960.0,,0.364,0.419,-18.07814,0.9454,322,6,,0.409,0.499
117,House,15410,72,4,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947.0,,-0.428,0.002,-10.23915,0.96812,316,4,,-0.272,-0.387
117,House,20944,72,5,OR,100,,,"SCHRADER, Kurt",S001180,1951.0,,-0.185,0.055,-46.1813,0.86483,318,17,,-0.121,-0.012
117,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954.0,,-0.394,-0.403,-4.6614,0.98576,325,2,,-0.409,-0.398
117,House,22101,72,2,OR,200,,,"BENTZ, Cliff",B000668,1952.0,,0.381,0.494,-16.62429,0.95013,325,8,,0.379,0.501
117,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948.0,,-0.427,-0.664,-9.08282,0.97193,319,4,,-0.347,-0.528
117,House,20946,14,15,PA,200,,,"THOMPSON, Glenn",T000467,1959.0,,0.316,0.398,-20.56663,0.93756,319,8,,0.351,0.586
117,House,21167,14,16,PA,200,,,"KELLY, Mike",K000376,1948.0,,0.358,0.448,-15.22023,0.95355,320,5,,0.424,0.533
117,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962.0,,0.643,-0.371,-55.84748,0.84077,322,25,,0.764,-0.339
117,House,21358,14,8,PA,100,,,"CARTWRIGHT, Matt",C001090,1961.0,,-0.365,-0.04,-8.15864,0.97459,317,4,,-0.248,-0.062
117,House,21548,14,2,PA,100,,,"BOYLE, Brendan Francis",B001296,1977.0,,-0.4,0.132,-6.13157,0.98108,321,2,,-0.573,0.324
117,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954.0,,-0.461,-0.105,-9.06071,0.97251,325,5,,-0.537,-0.19
117,House,21718,14,1,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973.0,,0.165,-0.173,-55.94045,0.84143,324,23,,0.145,-0.251
117,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964.0,,0.427,0.257,-17.37342,0.94748,322,7,,0.436,0.292
117,House,21756,14,17,PA,100,,,"LAMB, Conor",L000588,1984.0,,-0.132,0.201,-15.12765,0.95438,324,2,,-0.201,0.193
117,House,21762,14,5,PA,100,,,"SCANLON, Mary Gay",S001205,1959.0,,-0.459,-0.006,-11.60085,0.96461,322,6,,-0.3,-0.255
117,House,21763,14,7,PA,100,,,"WILD, Susan",W000826,1957.0,,-0.322,0.492,-17.94565,0.94579,322,7,,-0.221,0.176
117,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959.0,,-0.477,0.011,-5.63322,0.98276,324,2,,-0.35,-0.18
117,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967.0,,-0.317,0.534,-6.65642,0.9796,323,1,,-0.385,0.53
117,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957.0,,0.528,0.247,-16.70172,0.94961,323,4,,0.508,0.52
117,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964.0,,0.526,0.382,-24.87868,0.92452,317,8,,0.414,0.379
117,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983.0,,0.376,0.315,-30.8982,0.9085,322,12,,0.426,0.137
117,House,21985,14,12,PA,200,,,"KELLER, Fred",K000395,1965.0,,0.497,0.183,-14.77047,0.95544,324,6,,0.466,0.474
117,House,29561,14,18,PA,100,,,"DOYLE, Michael F.",D000482,1953.0,,-0.331,0.106,-17.22462,0.94629,312,8,,-0.379,-0.481
117,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964.0,,-0.375,0.112,-6.6944,0.97955,324,4,,-0.331,0.239
117,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961.0,,-0.389,-0.269,-10.17384,0.96918,325,4,,-0.281,-0.126
117,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947.0,,0.535,0.119,-24.80238,0.92115,302,8,,0.448,0.506
117,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966.0,,0.728,-0.15,-34.58147,0.89572,314,17,,0.775,0.185
117,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957.0,,0.589,-0.26,-74.74495,0.79285,322,29,,0.516,-0.179
117,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953.0,,0.815,-0.272,-32.39793,0.89891,304,16,,0.867,-0.429
117,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984.0,,0.585,0.196,-19.13644,0.9423,322,8,,0.542,0.324
117,House,22132,48,1,SC,200,,,"MACE, Nancy",M000194,1977.0,,0.39,-0.219,-97.46118,0.74022,324,40,,0.389,-0.218
117,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940.0,,-0.464,0.255,-5.40733,0.98345,324,2,,-0.515,0.275
117,House,21935,37,1,SD,200,,,"JOHNSON, Dustin",J000301,1976.0,,0.462,0.151,-20.30128,0.93908,323,7,,0.42,0.313
117,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954.0,,-0.164,-0.031,-12.39104,0.96213,321,5,,-0.36,0.282
117,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949.0,,-0.4,-0.351,-6.32637,0.98054,322,3,,-0.442,-0.309
117,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962.0,,0.457,0.301,-27.20238,0.91971,325,11,,0.478,0.156
117,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964.0,,0.586,-0.085,-40.19377,0.88265,322,17,,0.617,-0.02
117,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966.0,,0.526,0.336,-18.03557,0.94503,319,6,,0.517,0.541
117,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964.0,,0.67,-0.321,-49.56967,0.85566,318,19,,0.643,-0.366
117,House,21926,54,7,TN,200,,,"GREEN, Mark",G000590,1964.0,,0.684,-0.015,-46.94354,0.85863,308,23,,0.644,-0.119
117,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965.0,,0.675,0.042,-32.49746,0.89924,306,14,,0.681,0.038
117,House,22122,54,1,TN,200,,,"HARSHBARGER, Diana",H001086,1960.0,,0.668,-0.042,-39.98104,0.88289,321,19,,0.668,-0.042
117,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950.0,,0.572,-0.202,-40.56818,0.8788,314,17,,0.54,-0.174
117,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941.0,,0.474,0.598,-32.43663,0.90274,317,13,,0.567,0.387
117,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953.0,,0.635,-0.363,-46.96353,0.8519,293,19,,0.713,-0.462
117,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947.0,,-0.438,0.303,-15.37389,0.95352,323,8,,-0.422,-0.278
117,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962.0,,0.429,0.093,-32.12848,0.90419,319,14,,0.355,0.275
117,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955.0,,-0.227,0.617,-28.9518,0.91477,325,11,,-0.198,0.447
117,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953.0,,0.718,0.004,-36.64111,0.88715,306,12,,0.758,-0.007
117,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974.0,,-0.4,-0.033,-8.82442,0.97288,321,2,,-0.393,-0.398
117,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949.0,,0.584,0.122,-19.43904,0.93746,301,7,,0.571,0.228
117,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971.0,,-0.401,0.284,-9.04663,0.97221,321,4,,-0.277,0.117
117,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963.0,,-0.312,0.407,-8.71702,0.97245,312,5,,-0.237,0.096
117,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948.0,,0.701,0.098,-28.41422,0.91452,318,12,,0.699,0.122
117,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972.0,,0.645,-0.068,-38.76637,0.88173,308,19,,0.682,-0.085
117,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967.0,,-0.381,0.667,-16.62145,0.94876,316,7,,-0.355,0.71
117,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975.0,,0.667,-0.272,-41.71587,0.87058,301,18,,0.707,-0.278
117,House,21900,49,32,TX,100,,,"ALLRED, Colin",A000376,1983.0,,-0.429,0.598,-5.0391,0.98461,325,2,,-0.348,0.513
117,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984.0,,0.4,0.33,-28.01229,0.9136,310,12,,0.407,0.234
117,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969.0,,-0.388,-0.5,-27.15352,0.91937,323,10,,-0.579,-0.686
117,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975.0,,-0.406,0.743,-11.39689,0.96533,323,4,,-0.24,0.305
117,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950.0,,-0.792,0.526,-23.09474,0.9312,324,9,,-0.881,0.472
117,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982.0,,0.727,-0.063,-48.76748,0.86066,325,21,,0.713,-0.179
117,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972.0,,0.8,-0.6,-44.54274,0.86287,302,23,,0.753,-0.658
117,House,21973,49,3,TX,200,,,"TAYLOR, Nicholas",T000479,1972.0,,0.557,-0.151,-47.04886,0.86522,325,19,,0.568,-0.209
117,House,21984,49,6,TX,200,,,"WRIGHT, Ron",W000827,1953.0,2021.0,0.711,-0.09,-0.27921,0.98025,14,0,,0.908,-0.418
117,House,22112,49,4,TX,200,,,"FALLON, Pat",F000246,1967.0,,0.76,0.649,-24.93546,0.92526,321,13,,0.76,0.649
117,House,22119,49,23,TX,200,,,"GONZALES, Tony",G000594,1980.0,,0.28,0.379,-25.79314,0.9237,325,11,,0.276,0.391
117,House,22125,49,13,TX,200,,,"JACKSON, Ronny",J000304,1967.0,,0.724,-0.006,-33.75761,0.89522,305,12,,0.724,-0.006
117,House,22143,49,22,TX,200,,,"NEHLS, Troy E.",N000026,1968.0,,0.566,0.022,-32.9276,0.90193,319,13,,0.566,0.022
117,House,22147,49,11,TX,200,,,"PFLUGER, August",P000048,,,0.651,0.759,-13.43945,0.95797,313,5,,0.651,0.759
